time,phi1_r,phi1_i,dphi1_r,dphi1_i,phi2_r,phi2_i,dphi2_r,dphi2_i,phi3_r,phi3_i,dphi3_r,dphi3_i,x_r,x_i,dx_r,dx_i,y_r,y_i,dy_r,dy_i,
4,0.0681121,-0.000348334,-0.00653711,-5.14981e-05,0.0889554,-0.000566387,-0.00173898,-0.000146614,0.0771625,-0.000322389,-0.00529318,-4.10184e-05,2.8032,0,0.10492,0,-54.8661,0,-14.3238,-0,
5,0.0618799,-0.000393126,-0.00593678,-3.84504e-05,0.0874136,-0.000713164,-0.0013543,-0.00014682,0.0719965,-0.000356313,-0.00503657,-2.72861e-05,2.82493,0,-0.119624,0,-68.9922,0,-13.7828,-0,
6,0.0562203,-0.000425916,-0.00539119,-2.74464e-05,0.0862284,-0.000859841,-0.00102474,-0.000146466,0.0670924,-0.000377804,-0.00477077,-1.6084e-05,2.80338,0,-0.0393887,0,-82.9672,0,-13.8121,-0,
7,0.0510809,-0.000448608,-0.00489547,-1.82133e-05,0.0853483,-0.001006,-0.000742898,-0.000145816,0.0624558,-0.000389196,-0.00450241,-7.02747e-06,2.80984,0,-0.481066,0,-97.046,0,-12.4118,-0,
8,0.0464142,-0.000462852,-0.00444518,-1.05119e-05,0.0847289,-0.00115144,-0.000502155,-0.00014506,0.0580868,-0.000392463,-0.00423636,2.16587e-07,2.8102,0,0.429292,0,-111.092,0,-15.5381,-0,
9,0.0421768,-0.000470072,-0.00403622,-4.13256e-06,0.0843322,-0.00129613,-0.00029666,-0.000144333,0.0539812,-0.000389271,-0.00397613,5.93524e-06,2.8033,0,0.0080497,0,-125.126,0,-14.0247,-0,
10,0.0383292,-0.000471497,-0.00366487,1.1084e-06,0.0841255,-0.00144014,-0.000121297,-0.000143726,0.0501318,-0.000381018,-0.00372416,1.0375e-05,2.82167,0,0.0937205,0,-139.238,0,-14.4901,-0,
11,0.0348356,-0.000468181,-0.00332771,5.3715e-06,0.0840811,-0.00158364,2.83794e-05,-0.0001433,0.0465295,-0.000368876,-0.00348212,1.37469e-05,2.80424,0,0.0191117,0,-153.23,0,-14.0186,-0,
12,0.0316634,-0.000461033,-0.00302164,8.79692e-06,0.084175,-0.00172682,0.000156211,-0.000143089,0.0431639,-0.00035382,-0.00325106,1.62311e-05,2.81341,0,-0.410722,0,-167.315,0,-12.7017,-0,
13,0.028783,-0.000450826,-0.00274381,1.15069e-05,0.0843873,-0.0018699,0.000265502,-0.000143113,0.0400235,-0.000336659,-0.00303157,1.79811e-05,2.80887,0,0.283524,0,-181.346,0,-14.9819,-0,
14,0.0261673,-0.000438222,-0.00249164,1.36079e-05,0.0847008,-0.00201312,0.00035908,-0.000143379,0.0370968,-0.000318059,-0.00282389,1.91274e-05,2.80429,0,-0.108216,0,-195.387,0,-13.664,-0,
15,0.0237919,-0.000423782,-0.00226277,1.51924e-05,0.085101,-0.00215673,0.000439363,-0.000143885,0.0343718,-0.000298568,-0.00262805,1.97806e-05,2.81888,0,0.183109,0,-209.484,0,-14.756,-0,
16,0.0216347,-0.000407982,-0.00205505,1.63408e-05,0.0855758,-0.00230097,0.000508411,-0.000144622,0.0318368,-0.000278631,-0.00244386,2.00345e-05,2.80406,0,0.0464086,0,-223.488,0,-14.126,-0,
17,0.0196754,-0.000391223,-0.00186653,1.71227e-05,0.0861147,-0.00244605,0.000567975,-0.000145582,0.0294803,-0.000258606,-0.00227101,1.99682e-05,2.81566,0,-0.302917,0,-237.579,0,-13.0998,-0,
18,0.0178958,-0.000373839,-0.00169544,1.75983e-05,0.0867091,-0.0025922,0.000619541,-0.000146749,0.0272911,-0.000238779,-0.00210912,1.96484e-05,2.80805,0,0.216618,0,-251.602,0,-14.7161,-0,
19,0.0162793,-0.000356111,-0.00154016,1.78197e-05,0.0873515,-0.00273962,0.00066437,-0.00014811,0.0252586,-0.000219375,-0.00195773,1.9131e-05,2.80598,0,-0.201978,0,-265.65,0,-13.3821,-0,
20,0.0148107,-0.000338269,-0.00139923,1.78316e-05,0.0880359,-0.00288848,0.000703529,-0.00014965,0.0233723,-0.000200567,-0.00181634,1.8463e-05,2.81676,0,0.214629,0,-279.733,0,-14.8178,-0,
21,0.0134765,-0.000320504,-0.00127132,1.76726e-05,0.088757,-0.00303897,0.000737919,-0.000151356,0.0216227,-0.000182486,-0.00168445,1.76834e-05,2.80359,0,0.0280506,0,-293.744,0,-14.0847,-0,
22,0.0122641,-0.00030297,-0.00115522,1.73756e-05,0.0895104,-0.00319124,0.000768305,-0.000153214,0.0200005,-0.000165226,-0.00156154,1.68247e-05,2.81699,0,-0.194676,0,-307.839,0,-13.4786,-0,
23,0.0111624,-0.00028579,-0.00104983,1.6969e-05,0.0902925,-0.00334545,0.000795329,-0.000155212,0.0184968,-0.000148854,-0.0014471,1.59137e-05,2.80709,0,0.191049,-0,-321.856,0,-14.6083,0,
24,0.0101612,-0.000269061,-0.000954168,1.64767e-05,0.0911002,-0.00350171,0.000819536,-0.000157337,0.0171036,-0.000133409,-0.00134063,1.49724e-05,2.80808,0,-0.258707,0,-335.914,0,-13.2241,-0,
25,0.00925118,-0.000252858,-0.000867318,1.59192e-05,0.0919308,-0.00366016,0.000841383,-0.00015958,0.0158131,-0.000118913,-0.00124164,1.40187e-05,2.81506,0,0.229251,0,-349.984,0,-14.8226,-0,
26,0.00842392,-0.000237238,-0.000788467,1.53137e-05,0.0927823,-0.00382091,0.000861259,-0.000161932,0.014618,-0.000105371,-0.00114966,1.30669e-05,2.80336,0,-0.025665,0,-364.001,0,-13.9292,-0,
27,0.00767182,-0.000222242,-0.000716873,1.46749e-05,0.0936528,-0.00398406,0.00087949,-0.000164383,0.0135115,-9.27744e-05,-0.00106424,1.21287e-05,2.81772,0,-0.0985834,0,-378.097,0,-13.7981,-0,
28,0.00698798,-0.000207896,-0.000651861,1.40148e-05,0.0945408,-0.0041497,0.000896349,-0.000166927,0.0124875,-8.11057e-05,-0.000984937,1.12131e-05,2.80584,0,0.174048,0,-392.109,0,-14.5436,-0,
29,0.00636611,-0.000194216,-0.000592821,1.33436e-05,0.0954451,-0.00431794,0.000912069,-0.000169557,0.0115398,-7.03384e-05,-0.000911358,1.03269e-05,2.81036,0,-0.279217,0,-406.177,0,-13.1829,-0,
30,0.00580053,-0.000181209,-0.0005392,1.26698e-05,0.0963646,-0.00448884,0.000926846,-0.000172267,0.010663,-6.04403e-05,-0.000843114,9.47549e-06,2.81346,0,0.243847,0,-420.235,0,-14.8323,-0,
31,0.00528607,-0.000168875,-0.000490495,1.20001e-05,0.0972985,-0.0046625,0.000940843,-0.000175054,0.00985188,-5.13746e-05,-0.000779839,8.66253e-06,2.80366,0,-0.0973197,0,-434.258,0,-13.7174,-0,
32,0.00481805,-0.000157206,-0.000446251,1.134e-05,0.0982461,-0.00483897,0.000954199,-0.000177911,0.00910174,-4.31016e-05,-0.000721192,7.8906e-06,2.81802,0,-0.0138406,0,-448.353,0,-14.0651,-0,
33,0.00439222,-0.00014619,-0.000406055,1.06942e-05,0.0992067,-0.00501834,0.000967031,-0.000180837,0.00840806,-3.55792e-05,-0.000666851,7.16125e-06,2.80446,0,0.145429,0,-462.362,0,-14.4511,-0,
34,0.00400472,-0.000135812,-0.000369533,1.00659e-05,0.10018,-0.00520067,0.000979437,-0.000183828,0.0077667,-2.87646e-05,-0.000616513,6.47522e-06,2.81263,0,-0.269564,0,-476.44,0,-13.2345,-0,
35,0.00365204,-0.000126051,-0.000336345,9.458e-06,0.101165,-0.00538602,0.000991501,-0.00018688,0.00717379,-2.26143e-05,-0.000569896,5.83258e-06,2.8117,0,0.259191,0,-490.485,0,-14.8519,-0,
36,0.00333102,-0.000116888,-0.000306183,8.8724e-06,0.102163,-0.00557445,0.00100329,-0.000189994,0.00662575,-1.70851e-05,-0.000526736,5.23287e-06,2.80459,0,-0.170985,0,-504.517,0,-13.5011,-0,
37,0.00303876,-0.000108299,-0.000278768,8.31052e-06,0.103172,-0.00576603,0.00101487,-0.000193165,0.00611925,-1.21345e-05,-0.000486785,4.67523e-06,2.8179,0,0.0641609,0,-518.608,0,-14.2997,-0,
38,0.00277265,-0.000100259,-0.000253846,7.77332e-06,0.104193,-0.0059608,0.00102628,-0.000196394,0.00565119,-7.72106e-06,-0.000449812,4.15843e-06,2.80322,0,0.0970494,0,-532.614,0,-14.3019,-0,
39,0.00253032,-9.27437e-05,-0.000231189,7.26131e-06,0.105225,-0.00615883,0.00103757,-0.000199679,0.00521871,-3.80454e-06,-0.000415604,3.68103e-06,2.81478,0,-0.235572,0,-546.702,0,-13.3573,-0,
40,0.00230959,-8.57278e-05,-0.000210587,6.77471e-06,0.106268,-0.00636018,0.00104878,-0.000203019,0.00481913,-3.46405e-07,-0.000383958,3.24138e-06,2.8097,0,0.268403,0,-560.735,0,-14.8595,-0,
41,0.00210852,-7.91858e-05,-0.000191852,6.31342e-06,0.107322,-0.00656489,0.00105993,-0.000206414,0.00445,2.69022e-06,-0.000354688,2.83772e-06,2.80614,0,-0.234793,0,-574.778,0,-13.3179,-0,
42,0.00192532,-7.30926e-05,-0.000174812,5.87715e-06,0.108388,-0.00677302,0.00107105,-0.000209863,0.00410902,5.34041e-06,-0.000327621,2.46818e-06,2.8173,0,0.138176,0,-588.861,0,-14.5152,-0,
43,0.00175838,-6.74233e-05,-0.000159312,5.46542e-06,0.109464,-0.00698463,0.00108216,-0.000213366,0.00379408,7.63733e-06,-0.000302594,2.13087e-06,2.80236,0,0.0293627,0,-602.868,0,-14.0964,-0,
44,0.00160623,-6.21538e-05,-0.000145211,5.0776e-06,0.110552,-0.00719977,0.00109327,-0.000216922,0.0035032,9.61225e-06,-0.000279458,1.82387e-06,2.81665,0,-0.181324,0,-616.963,0,-13.5365,-0,
45,0.00146754,-5.72604e-05,-0.00013238,4.71295e-06,0.111651,-0.0074185,0.00110442,-0.000220532,0.00323458,1.12945e-05,-0.000258072,1.54529e-06,2.8075,0,0.263106,0,-630.985,0,-14.8278,-0,
46,0.00134109,-5.27204e-05,-0.000120704,4.37066e-06,0.112761,-0.00764085,0.00111559,-0.000224195,0.00298652,1.27117e-05,-0.000238307,1.29324e-06,2.8082,0,-0.280635,0,-645.04,0,-13.1921,-0,
47,0.00122578,-4.85119e-05,-0.000110076,4.04986e-06,0.113882,-0.0078669,0.00112682,-0.000227913,0.00275746,1.38893e-05,-0.000220043,1.0659e-06,2.81615,0,0.207135,0,-659.113,0,-14.7116,-0,
48,0.00112062,-4.46139e-05,-0.000100403,3.74961e-06,0.115014,-0.0080967,0.00113811,-0.000231684,0.00254597,1.48511e-05,-0.000203167,8.61488e-07,2.80208,0,-0.052094,0,-673.123,0,-13.8516,-0,
49,0.00102469,-4.10062e-05,-9.15953e-05,3.46898e-06,0.116158,-0.00833029,0.00114946,-0.00023551,0.0023507,1.56193e-05,-0.000187576,6.78313e-07,2.81812,0,-0.109867,0,-687.223,0,-13.7622,-0,
50,0.000937166,-3.76697e-05,-8.35756e-05,3.20702e-06,0.117313,-0.00856774,0.00116089,-0.000239391,0.00217042,1.62143e-05,-0.000173173,5.14739e-07,2.80526,0,0.236927,0,-701.234,0,-14.7364,-0,
51,0.000857299,-3.45862e-05,-7.6272e-05,2.96276e-06,0.11848,-0.00880909,0.0011724,-0.000243327,0.00200399,1.66548e-05,-0.00015987,3.69215e-07,2.81063,0,-0.303138,0,-715.303,0,-13.1386,-0,
52,0.000784405,-3.17386e-05,-6.96196e-05,2.73527e-06,0.119658,-0.00905441,0.00118399,-0.000247319,0.00185034,1.69582e-05,-0.000147583,2.40268e-07,2.81442,0,0.266566,0,-729.363,0,-14.8773,-0,
53,0.000717862,-2.91104e-05,-6.35592e-05,2.52361e-06,0.120848,-0.00930375,0.00119568,-0.000251367,0.00170851,1.71404e-05,-0.000136236,1.26511e-07,2.80251,0,-0.139265,0,-743.38,0,-13.5927,-0,
54,0.000657107,-2.66864e-05,-5.80373e-05,2.32687e-06,0.12205,-0.00955716,0.00120746,-0.000255472,0.00157758,1.72159e-05,-0.000125758,2.6636e-08,2.81904,0,-0.0245747,0,-757.481,0,-14.0242,-0,
55,0.000601625,-2.4452e-05,-5.30053e-05,2.14417e-06,0.123263,-0.00981471,0.00121933,-0.000259634,0.00145673,1.71979e-05,-0.000116083,-6.0582e-08,2.80319,0,0.186942,0,-771.483,0,-14.5758,-0,
56,0.000550948,-2.23936e-05,-4.84189e-05,1.97466e-06,0.124488,-0.0100765,0.00123131,-0.000263854,0.00134517,1.70985e-05,-0.00010715,-1.36288e-07,2.81325,0,-0.298916,0,-785.567,0,-13.1664,-0,
57,0.000504652,-2.04986e-05,-4.4238e-05,1.81752e-06,0.125726,-0.0103424,0.00124339,-0.000268133,0.0012422,1.69288e-05,-9.89033e-05,-2.0155e-07,2.81216,0,0.310106,0,-799.612,0,-14.9938,-0,
58,0.000462349,-1.87547e-05,-4.0426e-05,1.67196e-06,0.126975,-0.0106127,0.00125558,-0.000272472,0.00114715,1.66986e-05,-9.12901e-05,-2.57359e-07,2.8037,0,-0.223165,0,-813.64,0,-13.3472,-0,
59,0.000423688,-1.7151e-05,-3.69498e-05,1.53723e-06,0.128237,-0.0108874,0.00126788,-0.00027687,0.00105942,1.64169e-05,-8.42624e-05,-3.04635e-07,2.81925,0,0.0697825,0,-827.736,0,-14.3085,-0,
60,0.000388347,-1.56769e-05,-3.37793e-05,1.41262e-06,0.129511,-0.0111665,0.00128029,-0.000281329,0.000978446,1.60919e-05,-7.77755e-05,-3.44229e-07,2.80153,0,0.113905,0,-841.734,0,-14.3485,-0,
61,0.000356036,-1.43226e-05,-3.08871e-05,1.29745e-06,0.130797,-0.0114501,0.00129281,-0.000285849,0.000903704,1.57308e-05,-7.1788e-05,-3.76926e-07,2.81585,0,-0.266371,0,-855.83,0,-13.2786,-0,
62,0.000326489,-1.30791e-05,-2.82483e-05,1.19107e-06,0.132097,-0.0117382,0.00130545,-0.000290432,0.000834716,1.53401e-05,-6.62617e-05,-4.03449e-07,2.80949,0,0.331213,0,-869.859,0,-15.0422,-0,
63,0.000299463,-1.19377e-05,-2.58402e-05,1.09288e-06,0.133408,-0.012031,0.00131821,-0.000295077,0.000771039,1.49257e-05,-6.11615e-05,-4.24462e-07,2.80563,0,-0.294829,0,-883.901,0,-13.1421,-0,
64,0.000274738,-1.08908e-05,-2.36423e-05,1.0023e-06,0.134733,-0.0123284,0.00133108,-0.000299786,0.000712263,1.44928e-05,-5.64544e-05,-4.40573e-07,2.81867,0,0.166633,0,-897.99,0,-14.5956,-0,
65,0.000252114,-9.93078e-06,-2.16359e-05,9.18799e-07,0.136071,-0.0126306,0.00134408,-0.00030456,0.000658009,1.4046e-05,-5.21105e-05,-4.52339e-07,2.80049,0,0.0218692,0,-911.987,0,-14.0674,-0,
66,0.000231408,-9.05098e-06,-1.9804e-05,8.41858e-07,0.137421,-0.0129375,0.00135719,-0.000309398,0.00060793,1.35894e-05,-4.81018e-05,-4.60268e-07,2.81818,0,-0.205887,0,-926.092,0,-13.4729,-0,
67,0.000212454,-8.24503e-06,-1.8131e-05,7.71006e-07,0.138785,-0.0132494,0.00137043,-0.000314303,0.000561702,1.31266e-05,-4.44026e-05,-4.64824e-07,2.8066,0,0.324597,0,-940.106,0,-15.0071,-0,
68,0.000195098,-7.50708e-06,-1.66028e-05,7.05797e-07,0.140162,-0.0135662,0.0013838,-0.000319275,0.000519029,1.26607e-05,-4.09889e-05,-4.66426e-07,2.8082,0,-0.345972,0,-954.164,0,-13.0018,-0,
69,0.000179204,-6.8317e-06,-1.52068e-05,6.45812e-07,0.141553,-0.0138879,0.00139729,-0.000324314,0.000479637,1.21946e-05,-3.78389e-05,-4.65456e-07,2.81726,0,0.257851,0,-968.24,0,-14.8614,-0,
70,0.000164644,-6.21385e-06,-1.39312e-05,5.90662e-07,0.142957,-0.0142148,0.00141091,-0.000329422,0.00044327,1.17306e-05,-3.49322e-05,-4.62261e-07,2.80025,0,-0.0824184,0,-982.242,0,-13.7535,-0,
71,0.000151305,-5.64888e-06,-1.27653e-05,5.39982e-07,0.144375,-0.0145468,0.00142466,-0.000334599,0.000409697,1.12707e-05,-3.225e-05,-4.57151e-07,2.82,0,-0.120165,0,-996.352,0,-13.7398,-0,
72,0.00013908,-5.13251e-06,-1.16996e-05,4.93433e-07,0.145806,-0.014884,0.00143854,-0.000339847,0.000378701,1.08168e-05,-2.9775e-05,-4.50409e-07,2.80375,0,0.287247,0,-1010.35,0,-14.8804,-0,
73,0.000127875,-4.66075e-06,-1.07253e-05,4.50698e-07,0.147252,-0.0152265,0.00145255,-0.000345165,0.000350084,1.03704e-05,-2.74912e-05,-4.42286e-07,2.81122,0,-0.369582,0,-1024.43,0,-12.9465,-0,
74,0.000117602,-4.22994e-06,-9.83428e-06,4.11484e-07,0.148711,-0.0155744,0.00146669,-0.000350556,0.00032366,9.93262e-06,-2.53839e-05,-4.3301e-07,2.81504,0,0.334476,0,-1038.49,0,-15.0795,-0,
75,0.000108181,-3.8367e-06,-9.01931e-06,3.75515e-07,0.150185,-0.0159277,0.00148097,-0.000356019,0.000299262,9.50465e-06,-2.34393e-05,-4.22782e-07,2.80093,0,-0.190221,0,-1052.5,0,-13.4336,-0,
76,9.95402e-05,-3.47791e-06,-8.27375e-06,3.4254e-07,0.151673,-0.0162865,0.00149538,-0.000361556,0.000276732,9.08731e-06,-2.16449e-05,-4.11784e-07,2.82109,0,-0.0144488,0,-1066.61,0,-14.0626,-0,
77,9.16126e-05,-3.1507e-06,-7.59154e-06,3.12321e-07,0.153176,-0.0166508,0.00150993,-0.000367168,0.000255926,8.68129e-06,-1.9989e-05,-4.00177e-07,2.8012,0,0.219038,0,-1080.6,0,-14.663,-0,
78,8.43379e-05,-2.85242e-06,-6.96718e-06,2.84641e-07,0.154693,-0.0170208,0.00152462,-0.000372856,0.000236711,8.28711e-06,-1.84611e-05,-3.88103e-07,2.81446,0,-0.360531,0,-1094.69,0,-12.9902,-0,
79,7.76607e-05,-2.58064e-06,-6.39564e-06,2.59297e-07,0.156225,-0.0173965,0.00153945,-0.00037862,0.000218964,7.90519e-06,-1.7051e-05,-3.75688e-07,2.81213,0,0.387697,0,-1108.73,0,-15.2242,-0,
80,7.15305e-05,-2.33311e-06,-5.87234e-06,2.36102e-07,0.157772,-0.0177781,0.00155442,-0.000384462,0.000202573,7.53581e-06,-1.57498e-05,-3.63042e-07,2.80255,0,-0.291568,0,-1122.76,0,-13.1377,-0,
81,6.59013e-05,-2.10777e-06,-5.39311e-06,2.14883e-07,0.159334,-0.0181655,0.00156954,-0.000390383,0.000187431,7.17916e-06,-1.45489e-05,-3.50262e-07,2.82126,0,0.103528,0,-1136.87,0,-14.4174,-0,
82,6.07309e-05,-1.90274e-06,-4.95415e-06,1.95478e-07,0.160911,-0.0185589,0.00158479,-0.000396382,0.000173444,6.83531e-06,-1.34406e-05,-3.37435e-07,2.79923,0,0.122972,0,-1150.85,0,-14.3649,-0,
83,5.59808e-05,-1.71626e-06,-4.55198e-06,1.77741e-07,0.162504,-0.0189583,0.0016002,-0.000402463,0.000160522,6.50428e-06,-1.24178e-05,-3.24632e-07,2.81764,0,-0.316192,0,-1164.96,0,-13.1394,-0,
84,5.16157e-05,-1.54675e-06,-4.18345e-06,1.61535e-07,0.164112,-0.0193638,0.00161575,-0.000408624,0.000148582,6.18601e-06,-1.14738e-05,-3.11917e-07,2.80874,0,0.409895,0,-1178.98,0,-15.2736,-0,
85,4.76036e-05,-1.39272e-06,-3.84566e-06,1.46733e-07,0.165735,-0.0197756,0.00163144,-0.000414869,0.00013755,5.8804e-06,-1.06024e-05,-2.99345e-07,2.80507,0,-0.376078,0,-1193.02,0,-12.8968,-0,
86,4.3915e-05,-1.25285e-06,-3.53599e-06,1.3322e-07,0.167375,-0.0201936,0.00164729,-0.000421197,0.000127355,5.58726e-06,-9.79817e-06,-2.86962e-07,2.8204,0,0.223928,0,-1207.12,0,-14.7742,-0,
87,4.05231e-05,-1.12589e-06,-3.25204e-06,1.20888e-07,0.16903,-0.020618,0.00166329,-0.000427609,0.000117933,5.3064e-06,-9.05577e-06,-2.74806e-07,2.79809,0,0.00512128,0,-1221.1,0,-14.0057,-0,
88,3.74031e-05,-1.01071e-06,-2.99161e-06,1.09638e-07,0.170701,-0.0210488,0.00167944,-0.000434107,0.000109224,5.03756e-06,-8.37043e-06,-2.62911e-07,2.82045,0,-0.236968,0,-1235.22,0,-13.3913,-0,
89,3.45327e-05,-9.06284e-07,-2.75269e-06,9.93807e-08,0.172389,-0.0214862,0.00169574,-0.000440692,0.000101174,4.78048e-06,-7.73774e-06,-2.51302e-07,2.80513,0,0.395613,0,-1249.22,0,-15.2126,-0,
90,3.18912e-05,-8.1165e-07,-2.53348e-06,9.00313e-08,0.174093,-0.0219302,0.0017122,-0.000447364,9.37325e-05,4.53485e-06,-7.15363e-06,-2.40002e-07,2.80835,0,-0.433857,0,-1263.29,0,-12.7399,-0,
91,2.94597e-05,-7.25944e-07,-2.33228e-06,8.15132e-08,0.175813,-0.022381,0.00172881,-0.000454125,8.68522e-05,4.30037e-06,-6.61432e-06,-2.29026e-07,2.81848,0,0.335527,0,-1277.37,0,-15.0993,-0,
92,2.72211e-05,-6.4837e-07,-2.14759e-06,7.37557e-08,0.17755,-0.0228385,0.00174558,-0.000460976,8.04901e-05,4.07669e-06,-6.11635e-06,-2.18388e-07,2.79798,0,-0.125698,0,-1291.36,0,-13.6127,-0,
93,2.51595e-05,-5.78201e-07,-1.97801e-06,6.66939e-08,0.179304,-0.023303,0.00176252,-0.000467918,7.46068e-05,3.86348e-06,-5.65652e-06,-2.08096e-07,2.82257,0,-0.126642,0,-1305.48,0,-13.733,-0,
94,2.32605e-05,-5.1477e-07,-1.82227e-06,6.02682e-08,0.181076,-0.0237744,0.00177961,-0.000474953,6.91654e-05,3.66038e-06,-5.23188e-06,-1.98158e-07,2.80163,0,0.342337,0,-1319.47,0,-15.0352,-0,
95,2.15107e-05,-4.57471e-07,-1.67921e-06,5.44238e-08,0.182864,-0.0242529,0.00179687,-0.00048208,6.41322e-05,3.46704e-06,-4.8397e-06,-1.88576e-07,2.81215,0,-0.456446,0,-1333.55,0,-12.6913,-0,
96,1.98982e-05,-4.05746e-07,-1.54776e-06,4.91105e-08,0.184669,-0.0247386,0.00181428,-0.000489303,5.9476e-05,3.28311e-06,-4.47748e-06,-1.79352e-07,2.81557,0,0.426701,0,-1347.61,0,-15.3581,-0,
97,1.84117e-05,-3.59088e-07,-1.42696e-06,4.42821e-08,0.186492,-0.0252315,0.00183187,-0.00049662,5.5168e-05,3.10822e-06,-4.1429e-06,-1.70483e-07,2.79903,0,-0.258498,0,-1361.62,0,-13.2196,-0,
98,1.7041e-05,-3.17034e-07,-1.31592e-06,3.98965e-08,0.188333,-0.0257319,0.00184962,-0.000504035,5.11817e-05,2.94202e-06,-3.83382e-06,-1.61968e-07,2.82374,0,0.00755901,0,-1375.74,0,-14.1415,-0,
99,1.57768e-05,-2.7916e-07,-1.21382e-06,3.59148e-08,0.190192,-0.0262396,0.00186754,-0.000511547,4.74925e-05,2.78417e-06,-3.54829e-06,-1.53803e-07,2.79857,0,0.251021,0,-1389.71,0,-14.7459,-0,
100,1.46106e-05,-2.45081e-07,-1.11993e-06,3.23017e-08,0.192068,-0.026755,0.00188563,-0.000519159,4.40779e-05,2.6343e-06,-3.28447e-06,-1.45981e-07,2.81618,0,-0.437778,0,-1403.82,0,-12.7675,-0,
0,0.1,0,-0.0096,-0.000131,0.1,0,-0.004,-0.000131,0.1,0,-0.006,-0.000131,2.82743,0,0.78033,0,1.88496,0,-16.9049,-0,
1,0.0908458,-0.000118294,-0.00872228,-0.000106223,0.0963538,-0.000134984,-0.00330829,-0.000138411,0.094042,-0.000116142,-0.00590303,-0.000102117,2.82051,0,0.149311,0,-12.2346,0,-14.5433,-0,
2,0.082529,-0.000213633,-0.00792378,-8.50079e-05,0.0933533,-0.000275873,-0.00270699,-0.000142966,0.0882159,-0.000205788,-0.00574014,-7.78996e-05,2.84212,0,-0.473749,0,-26.4484,0,-12.638,-0,
3,0.0749741,-0.000289345,-0.00719751,-6.68997e-05,0.0909127,-0.000420241,-0.00218695,-0.000145489,0.0825769,-0.000273287,-0.00553165,-5.77221e-05,2.81949,0,0.115379,-0,-40.5018,0,-14.4616,0,
4,0.0681121,-0.000348334,-0.00653711,-5.14981e-05,0.0889554,-0.000566387,-0.00173898,-0.000146614,0.0771625,-0.000322389,-0.00529318,-4.10184e-05,2.81956,0,-0.0946943,0,-54.6463,0,-13.7479,-0,
5,0.0618799,-0.000393126,-0.00593678,-3.84504e-05,0.0874136,-0.000713164,-0.0013543,-0.00014682,0.0719965,-0.000356313,-0.00503657,-2.72861e-05,2.84034,0,0.335228,0,-68.8513,0,-15.4414,-0,
6,0.0562203,-0.000425916,-0.00539119,-2.74464e-05,0.0862284,-0.000859841,-0.00102474,-0.000146466,0.0670924,-0.000377804,-0.00477077,-1.6084e-05,2.82105,0,-0.0513504,0,-82.9227,0,-13.851,-0,
7,0.0510809,-0.000448608,-0.00489547,-1.82133e-05,0.0853483,-0.001006,-0.000742898,-0.000145816,0.0624558,-0.000389196,-0.00450241,-7.02747e-06,2.82769,0,-0.494794,0,-97.0871,0,-12.457,-0,
8,0.0464142,-0.000462852,-0.00444518,-1.05119e-05,0.0847289,-0.00115144,-0.000502155,-0.00014506,0.0580868,-0.000392463,-0.00423636,2.16587e-07,2.82942,0,0.464443,0,-111.224,0,-15.7704,-0,
9,0.0421768,-0.000470072,-0.00403622,-4.13256e-06,0.0843322,-0.00129613,-0.00029666,-0.000144333,0.0539812,-0.000389271,-0.00397613,5.93524e-06,2.82092,0,0.0471212,0,-125.337,0,-14.2228,-0,
10,0.0383292,-0.000471497,-0.00366487,1.1084e-06,0.0841255,-0.00144014,-0.000121297,-0.000143726,0.0501318,-0.000381018,-0.00372416,1.0375e-05,2.83689,0,-0.294876,0,-139.529,0,-13.2278,-0,
11,0.0348356,-0.000468181,-0.00332771,5.3715e-06,0.0840811,-0.00158364,2.83794e-05,-0.0001433,0.0465295,-0.000368876,-0.00348212,1.37469e-05,2.82325,0,0.176347,0,-153.616,0,-14.6701,-0,
12,0.0316634,-0.000461033,-0.00302164,8.79692e-06,0.084175,-0.00172682,0.000156211,-0.000143089,0.0431639,-0.00035382,-0.00325106,1.62311e-05,2.82164,0,-0.13636,0,-167.753,0,-13.6513,-0,
13,0.028783,-0.000450826,-0.00274381,1.15069e-05,0.0843873,-0.0018699,0.000265502,-0.000143113,0.0400235,-0.000336659,-0.00303157,1.79811e-05,2.83687,0,0.166178,0,-181.938,0,-14.8022,-0,
14,0.0261673,-0.000438222,-0.00249164,1.36079e-05,0.0847008,-0.00201312,0.00035908,-0.000143379,0.0370968,-0.000318059,-0.00282389,1.91274e-05,2.82174,0,0.0525061,0,-196.025,0,-14.2192,-0,
15,0.0237919,-0.000423782,-0.00226277,1.51924e-05,0.085101,-0.00215673,0.000439363,-0.000143885,0.0343718,-0.000298568,-0.00262805,1.97806e-05,2.8278,0,-0.352359,0,-210.185,0,-12.9812,-0,
16,0.0216347,-0.000407982,-0.00205505,1.63408e-05,0.0855758,-0.00230097,0.000508411,-0.000144622,0.0318368,-0.000278631,-0.00244386,2.00345e-05,2.83063,0,0.31226,0,-224.327,0,-15.2097,-0,
17,0.0196754,-0.000391223,-0.00186653,1.71227e-05,0.0861147,-0.00244605,0.000567975,-0.000145582,0.0294803,-0.000258606,-0.00227101,1.99682e-05,2.82085,0,0.0117926,0,-238.436,0,-14.121,-0,
